"ProjectID","TransactionID","TransactionTitle","WrittenDescription","ProcurementCategory","TenderNoticeSource","ContractAwardID","ContractorName","ContractorCountry","ContractAmount","ContractCurrency","ContractAmountUsd","DateOfAward","StartDate","EndDate","ContractAwardSource"
"OAP1","OAP1-116","SARLAHI DISTRICT: KAUDENA-JANAKINAGAR ROAD","SARLAHI DISTRICT: KAUDENA-JANAKINAGAR ROAD: CH 0+000 - 7+000","Civil Works","","120","RAMJANAKI NIRMAN SEWA","Nepal","88000","USD","88000","2006-05-18","","","http://search.worldbank.org/wcontractdata/contractdetails/1267499"
"OAP1","OAP1-117","MAKWANPUR DISTRICT: PACKAGE B:HATIYA-RAIGAON ROAD","MAKWANPUR DISTRICT: PACKAGE B:HATIYA-RAIGAON ROAD","Civil Works","","121","M/S D.S. CONSTRUCTION PVT. LTD.","Nepal","128000","USD","128000","2006-08-07","","","http://search.worldbank.org/wcontractdata/contractdetails/1266680"
"OAP1","OAP1-118","Bastari-Jhadewa-Gothadi","Bastari-Jhadewa-Gothadi","Civil Works","","122","SHREE SIDDHA BABA","Nepal","113000","USD","113000","2011-09-05","","","http://search.worldbank.org/wcontractdata/contractdetails/1310736"
"OAP1","OAP1-119","RURAL TRANSPORT SERVICES STUDY AND POLICY DEVELOPMENT","RURAL TRANSPORT SERVICES STUDY AND POLICY DEVELOPMENT","Consultant Services","","123","ETA CONSULT (P) LTD.","Nepal","121000","USD","121000","2009-03-01","","","http://search.worldbank.org/wcontractdata/contractdetails/1281390"
"OAP1","OAP1-12","Trishuli-Deurali-Meghang Rural Road","Trishuli-Deurali-Meghang Rural Road (Ch: 19+000 to 21+948)","Civil Works","","124","OM BAJRAPANI BUILDERS AND SUPPLIERS PV","Nepal","73000","USD","73000","2011-04-03","","","http://search.worldbank.org/wcontractdata/contractdetails/1305984"
"OAP1","OAP1-120","Construction of Kabigoth-Bariyarpur Road","Construction of Kabigoth-Bariyarpur Road","Civil Works","http://edolidar.gov.np/tender_details.php?tid=537","125","MAHADEV KHIMTI NIRMAN SEWA PVT. LTD.","Nepal","109000","USD","109000","2012-06-27","","","http://search.worldbank.org/wcontractdata/contractdetails/1318722"
"OAP1","OAP1-121","Nawalparasi District: Daldale-Dhawadi Road","Nawalparasi District: Daldale-Dhawadi Road","Civil Works","","126","PACIFIC BUILDERS P. LTD.","Nepal","276000","USD","276000","2011-06-07","","","http://search.worldbank.org/wcontractdata/contractdetails/1308144"
"OAP1","OAP1-122","KAILALI DISTRICT: SUKHAD-KHAILAD-VAJANI RURAL ROAD","KAILALI DISTRICT: SUKHAD-KHAILAD-VAJANI RURAL ROAD: SLICE 1: (CH:0+000 TO 12+000KMM)","Civil Works","","127","KHADAK SINGH AND BROTHERS NIRMAN SEWA","Nepal","355000","USD","355000","2007-07-25","","","http://search.worldbank.org/wcontractdata/contractdetails/1271718"
"OAP1","OAP1-123","BANKE DISTRICT: PARASPUR-GAIGHAT ROAD IMPROVEMENT PROJECT: SLICE 1: CH 0+6+919","BANKE DISTRICT: PARASPUR-GAIGHAT ROAD IMPROVEMENT PROJECT: SLICE 1: CH 0+6+919","Civil Works","","128","Y.P. CONSTRUCTION CO. PVT. LTD.","Nepal","195000","USD","195000","2007-06-20","","","http://search.worldbank.org/wcontractdata/contractdetails/1274758"
"OAP1","OAP1-124","RUPENDENI DISTRICT: PACKAGE B: SLICE 1: MUKUNDGADH-SAMARA-TARENI ROAD","RUPENDENI DISTRICT: PACKAGE B: SLICE 1: MUKUNDGADH-SAMARA-TARENI ROAD","Civil Works","","129","M/S LAMA BUILDERS & ARGHAKHANCHI NIRMAN DEWA (J/V)","Nepal","137000","USD","137000","2006-02-09","","","http://search.worldbank.org/wcontractdata/contractdetails/1262312"
"OAP1","OAP1-125","CONSULTANCY SERVICES FOR SURVEY, DESIGN AND PROJECT IMPLEMENTATION SUPPORT OF DRY SEASON ROAD: SALYAN DISTRICT","CONSULTANCY SERVICES FOR SURVEY, DESIGN AND PROJECT IMPLEMENTATION SUPPORT OF DRY SEASON ROAD: SALYAN DISTRICT","Consultant Services","","130","JV OF BDA NEPAL (P) LTD. & GOEC NEPAL (P) LTD.","Nepal","117000","USD","117000","2008-01-22","","","http://search.worldbank.org/wcontractdata/contractdetails/1272448"
"OAP1","OAP1-126","SR. ROAD ENGINEER","SR. ROAD ENGINEER","Consultant Services","","131","MR. SANTOSH KUMAR BHATTARAI","Nepal","29000","USD","29000","2005-09-06","","","http://search.worldbank.org/wcontractdata/contractdetails/1253767"
"OAP1","OAP1-127","PALPA DISTRICT: PACKAGE A SLICE 2","PALPA DISTRICT: PACKAGE A SLICE 2","Civil Works","","132","SHIVASHAKTI CONSTRUCTION CO. (PVT.) LTD.","Nepal","47000","USD","47000","2006-04-30","","","http://search.worldbank.org/wcontractdata/contractdetails/1273910"
"OAP1","OAP1-128","KASKI DISTRICT: RAKHI-MIJURE ROAD: PACKAGE B SLICE 2","KASKI DISTRICT: RAKHI-MIJURE ROAD: PACKAGE B SLICE 2","Civil Works","","133","JV OF GAURA CONSTRUCTION AND GSR NIRMAN SEWA","Nepal","103000","USD","103000","2006-06-05","","","http://search.worldbank.org/wcontractdata/contractdetails/1260236"
"OAP1","OAP1-129","Construction of Kalikasthan-Dhunge-Karmidanda-Banuwa Dry Season Road at Dhaibung/Laharepauwa, Rasuwa","Construction of Kalikasthan-Dhunge-Karmidanda-Banuwa Dry Season Road at Dhaibung/Laharepauwa, Rasuwa","Civil Works","","134","SURYA CHANDRA CONSTRUCTION COMPANY (P)","Nepal","289000","USD","289000","2010-01-13","","","http://search.worldbank.org/wcontractdata/contractdetails/1294651"
"OAP1","OAP1-13","MRM-Basgadhi-Mainapokhari Road","MRM-Basgadhi-Mainapokhari Road","Civil Works","","135","SURYA CONSTRUCTION FIRM","Nepal","101000","USD","101000","2011-09-12","","","http://search.worldbank.org/wcontractdata/contractdetails/1312793"
"OAP1","OAP1-130","LOCAL NGO FOR SOCIAL ASPECT CLUSTER I (BANKE, BARDIYA, KAILALI DISTRICTS)","LOCAL NGO FOR SOCIAL ASPECT CLUSTER I (BANKE, BARDIYA, KAILALI DISTRICTS)","Consultant Services","","136","GERUWA RURAL AWARENESS ASSOCIATION","Nepal","73000","USD","73000","2007-05-25","","","http://search.worldbank.org/wcontractdata/contractdetails/1270556"
"OAP1","OAP1-131","03/RAIDP/SJA/PCK-C/063/064","03/RAIDP/SJA/PCK-C/063/064","Civil Works","","137","GAJENDRA NIRMAN SEWA P. LTD.","Nepal","351000","USD","351000","2007-12-13","","","http://search.worldbank.org/wcontractdata/contractdetails/1273560"
"OAP1","OAP1-132","Kaunkhola-Dudhpokhari Rural Road","Kaunkhola-Dudhpokhari Rural Road","Civil Works","http://raidp.gov.np/wp-content/uploads/2012/01/IFB-Kaski.pdf","138","KANCHHARAM CONSTRUCTION (P) LTD.","Nepal","157000","USD","157000","2010-12-01","","","http://search.worldbank.org/wcontractdata/contractdetails/1303078"
"OAP1","OAP1-133","IMPLEMENTATION SUPPORT OF DRY SEASON ROAD COMPONENT IN RASUWA DISTRICT AS PER GREEN ROAD APPROACH: KALIKASTHAN-DHUNGE-KARMIDANDA-BANUWA ROAD: CH 3+533 - 9+600KM)","IMPLEMENTATION SUPPORT OF DRY SEASON ROAD COMPONENT IN RASUWA DISTRICT AS PER GREEN ROAD APPROACH: KALIKASTHAN-DHUNGE-KARMIDANDA-BANUWA ROAD: CH 3+533 - 9+600KM)","Civil Works","","139","RASUWA DIST. KALIKASTHAN-DHUNGE-KARMIDANDA-BANUWA ROAD USER'S COMMITTEE GROUP","Nepal","191000","USD","191000","2008-03-25","","","http://search.worldbank.org/wcontractdata/contractdetails/1276261"
"OAP1","OAP1-134","NAGDANDA-KARKINETA ROAD","NAGDANDA-KARKINETA ROAD","Civil Works","","140","APEX CONSTRUCTION PVT. LTD.","Nepal","271000","USD","271000","2007-12-13","","","http://search.worldbank.org/wcontractdata/contractdetails/1273563"
"OAP1","OAP1-135","NUWAKOT DISTRICT: TRISHULI-DEURALI-MEGHANG ROAD (PACKAGE A-1)","NUWAKOT DISTRICT: TRISHULI-DEURALI-MEGHANG ROAD (PACKAGE A-1)","Civil Works","","141","JV OF TRISHULI / HIMDUNG & THOKAR CONSTRUCTION","Nepal","55000","USD","55000","2006-06-27","","","http://search.worldbank.org/wcontractdata/contractdetails/1260228"
"OAP1","OAP1-136","CONSULTING SERVICES FOR SURVEY, DESIGN AND PROJECT IMPLEMENTATION SUPPORT OF DRY SEASON RURAL ROAD: UDAYAPUR DISTRICT","CONSULTING SERVICES FOR SURVEY, DESIGN AND PROJECT IMPLEMENTATION SUPPORT OF DRY SEASON RURAL ROAD: UDAYAPUR DISTRICT","Civil Works","","142","JV OF BDA NEPAL (P) LTD. & GOEC NEPAL (P) LTD.","Nepal","93000","USD","93000","2008-01-22","","","http://search.worldbank.org/wcontractdata/contractdetails/1272450"
"OAP1","OAP1-137","KULEKHANI-PHAKHEL-HUMANE ROAD: HATIYA-RAIGAON ROAD","KULEKHANI-PHAKHEL-HUMANE ROAD: HATIYA-RAIGAON ROAD: CH: 0+000 TO 14+710","Civil Works","","143","MK NIRMAN SEWA (PVT.) LTD.","Nepal","267000","USD","267000","2007-10-02","","","http://search.worldbank.org/wcontractdata/contractdetails/1273701"
"OAP1","OAP1-138","Constructionof Road of Dhading Bhimdhunga- Lamidanda Road","Constructionof Road of Dhading Bhimdhunga- Lamidanda Road","Civil Works","","144","NAGARJUN CONSTRUCTION COMPANY PVT. LTD.","Nepal","168000","USD","168000","2012-03-06","","","http://search.worldbank.org/wcontractdata/contractdetails/1319574"
"OAP1","OAP1-139","Construction of Jethi Nala Bridge, Banke-02.2","Construction of Jethi Nala Bridge, Banke-02.2","Civil Works","http://edolidar.gov.np/tender_details.php?tid=5511","145","M/S. SURYA CONSTRUCTION","Nepal","121000","USD","121000","2012-04-30","","","http://search.worldbank.org/wcontractdata/contractdetails/1318932"
"OAP1","OAP1-14","SYANGJA DISTRICT: MIRDI-CHAPAKOT RURAL ROAD: PACKAGE B SLICE 2","SYANGJA DISTRICT: MIRDI-CHAPAKOT RURAL ROAD: PACKAGE B SLICE 2 (K.M. 3+400 - K.M.6+705)","Civil Works","","146","SAP CONSTRUCTION (P) LTD. JV DHAKAL NIRMAN SEWA","Nepal","111000","USD","111000","2006-05-01","","","http://search.worldbank.org/wcontractdata/contractdetails/1263448"
"OAP1","OAP1-140","TRAINING COORDINATOR - MR. SANTOSH KUMAR BHATTARAI","TRAINING COORDINATOR - MR. SANTOSH KUMAR BHATTARAI","Consultant Services","","147","INDIVIDUAL CONSULTANT","World","62000","USD","62000","","2006-12-20","2008-12-19","http://search.worldbank.org/wcontractdata/contractdetails/1270060"
"OAP1","OAP1-141","Construction of Bogatitar- Simle- Bhorle- Parchyang Road","Construction of Bogatitar- Simle- Bhorle- Parchyang Road","Civil Works","http://edolidar.gov.np/tender_details.php?tid=2323","148","SWACHCHANDA NIRMAN SEWA PVT. LTD.","Nepal","164000","USD","164000","2012-03-22","","","http://search.worldbank.org/wcontractdata/contractdetails/1317613"
"OAP1","OAP1-142","DHADING DISTRICT: BHIMDHUNGA-LAMIDANDA ROAD","DHADING DISTRICT: BHIMDHUNGA-LAMIDANDA ROAD: CH: 8+000 TO 13+420","Civil Works","","149","M/S LOHANI & BROTHERS PVT. LTD.","Nepal","194000","USD","194000","2007-08-20","","","http://search.worldbank.org/wcontractdata/contractdetails/1273713"
"OAP1","OAP1-143","Gulmi District: Tamghas-Simaltari-Purkotdhaha Rural Road","Gulmi District: Tamghas-Simaltari-Purkotdhaha Rural Road","Civil Works","","150","MICHI CO AND COMPANY","Nepal","285000","USD","285000","2011-05-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1314587"
"OAP1","OAP1-144","Social Development Expert","Social Development Expert","Civil Works","","151","INDIVIDUAL CONSULTANT","World","86000","USD","86000","","","","http://search.worldbank.org/wcontractdata/contractdetails/1284169"
"OAP1","OAP1-145","RAUTAHAT DISTRICT: AURAIYA-DUMARIYA-RAMPURKHAP-BANKUL-HIMALIBAS ROAD","RAUTAHAT DISTRICT: AURAIYA-DUMARIYA-RAMPURKHAP-BANKUL-HIMALIBAS ROAD","Civil Works","","152","M/S HIMDUNG AND THOKAR CONSTRUCTION PVT. LTD.","Nepal","225000","USD","225000","2007-10-14","","","http://search.worldbank.org/wcontractdata/contractdetails/1269195"
"OAP1","OAP1-146","NAWALPARASI DISTRICT: PACKAGE A SLICE 2: PANCHANGAR-MAHESHPUR ROAD","NAWALPARASI DISTRICT: PACKAGE A SLICE 2: PANCHANGAR-MAHESHPUR ROAD","Civil Works","","153","M/S RAYAMAJHI-DAYA NIRMAN SEWA J/V","Nepal","73000","USD","73000","2006-05-02","","","http://search.worldbank.org/wcontractdata/contractdetails/1261253"
"OAP1","OAP1-147","UDAYAPUR DISTRICT: GAIGHAT-NEPALTAR ROAD: CH 20+000 TO 28+610 KM","UDAYAPUR DISTRICT: GAIGHAT-NEPALTAR ROAD: CH 20+000 TO 28+610 KM","Civil Works","","154","GAURA CONSTRUCTION COMPANY PVT. LTD.","Nepal","331000","USD","331000","2008-07-11","","","http://search.worldbank.org/wcontractdata/contractdetails/1276423"
"OAP1","OAP1-148","KASKI DISTRICT: UPGRADING OF RAKHI MIJURE ROAD","KASKI DISTRICT: UPGRADING OF RAKHI MIJURE ROAD","Civil Works","","155","JAYEE CONSTRUCTION PVT. LTD.","Nepal","218000","USD","218000","2007-11-19","","","http://search.worldbank.org/wcontractdata/contractdetails/1271765"
"OAP1","OAP1-149","Nawalparasi District: Daldale-Dhawadi Road (Slice 1)","Nawalparasi District: Daldale-Dhawadi Road (Slice 1)","Civil Works","","156","PACIFIC BUILDERS P. LTD.","Nepal","373000","USD","373000","2011-06-07","","","http://search.worldbank.org/wcontractdata/contractdetails/1308142"
"OAP1","OAP1-15","NAWALPARASI DISTRICT: PACKAGE B: SLICE 1: DALDALE-DHAWADI ROAD","NAWALPARASI DISTRICT: PACKAGE B: SLICE 1: DALDALE-DHAWADI ROAD","Civil Works","","157","M/S HIMSAGARMATHA - LAMJUNGKALI J/V","Nepal","7000","USD","7000","2006-05-02","","","http://search.worldbank.org/wcontractdata/contractdetails/1261254"
"OAP1","OAP1-150","DHANUSHA DISTRICT: PACKAGE A: JANAKPUR-MANAHARPUR-KHARIHANI ROAD","DHANUSHA DISTRICT: PACKAGE A: JANAKPUR-MANAHARPUR-KHARIHANI ROAD","Civil Works","","158","PUSHPANJALI CONSTRUCTION PVT. LTD.","Nepal","136000","USD","136000","2006-11-17","","","http://search.worldbank.org/wcontractdata/contractdetails/1266359"
"OAP1","OAP1-151","UDAYAPUR DISTRICT: DRY SEASON: BETENI-MAJHKHARKA DRY SEASON RURAL ROAD (0+000 TO 20+000)","UDAYAPUR DISTRICT: DRY SEASON: BETENI-MAJHKHARKA DRY SEASON RURAL ROAD (0+000 TO 20+000)","Civil Works","","159","AMAR CONSTRUCTION PVT. LTD.","Nepal","248000","USD","248000","2008-07-08","","","http://search.worldbank.org/wcontractdata/contractdetails/1275639"
"OAP1","OAP1-152","KAPILVASTU DISTRICT: IMILIYA-MAHARAJGANJ-HARDAUNA ROAD: (CH: 21+725 - 23+567)","KAPILVASTU DISTRICT: IMILIYA-MAHARAJGANJ-HARDAUNA ROAD: (CH: 21+725 - 23+567)","Civil Works","","160","RAYAMAJHI CONSTRUCTION PVT. LTD.","Nepal","69000","USD","69000","2006-07-05","","","http://search.worldbank.org/wcontractdata/contractdetails/1273918"
"OAP1","OAP1-153","LOCAL NGO FOR SOCIAL ASPECT CLUSTER II (KAPILBASTU, RUPANDEHI, NAWALPARASI DISTRICTS)","LOCAL NGO FOR SOCIAL ASPECT CLUSTER II (KAPILBASTU, RUPANDEHI, NAWALPARASI DISTRICTS)","Consultant Services","","161","STAND-NEPAL","Nepal","122000","USD","122000","2007-05-11","","","http://search.worldbank.org/wcontractdata/contractdetails/1270826"
"OAP1","OAP1-154","DHADING DISTRICT: DHADINGBESI-SALYANTAR ROAD: CH: 8+000 TO 13+249","DHADING DISTRICT: DHADINGBESI-SALYANTAR ROAD: CH: 8+000 TO 13+249","Civil Works","","162","M/S ASHISH NIRMAN SEWA PVT. LTD.","Nepal","168000","USD","168000","2007-08-22","","","http://search.worldbank.org/wcontractdata/contractdetails/1273714"
"OAP1","OAP1-155","RAUTAHAT DISTRICT: GAUR-GANGA PIPRA-SAMANPUR-SATANPUR ROAD: CH 3+000 TO 15+000","RAUTAHAT DISTRICT: GAUR-GANGA PIPRA-SAMANPUR-SATANPUR ROAD: CH 3+000 TO 15+000","Civil Works","","163","M/S SHAH NIRMAN SEWA","Nepal","361000","USD","361000","2007-10-14","","","http://search.worldbank.org/wcontractdata/contractdetails/1269193"
"OAP1","OAP1-156","UDAYPUR DISTRICT: PACKAGE A: GAIGHAT-NEPALTAR-KATARI ROAD","UDAYPUR DISTRICT: PACKAGE A: GAIGHAT-NEPALTAR-KATARI ROAD","Civil Works","","164","HARI HARI/PABITRA NIRMAN J/V","Nepal","49000","USD","49000","2006-06-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1260297"
"OAP1","OAP1-157","Dhadingbesi- Salyantar Road Maintenance","Dhadingbesi- Salyantar Road Maintenance","Civil Works","","165","M/S. NANA CONSTRUCTION PVT.LTD","Nepal","116000","USD","116000","2012-02-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1319575"
"OAP1","OAP1-158","Gaighat-Nepaltar-Udayapur Gandhi Rural Road","Gaighat-Nepaltar-Udayapur Gandhi Rural Road","Civil Works","http://raidp.gov.np/wp-content/uploads/2012/01/IFB-udaypur.pdf","166","M/S GAURA CONSTRUCTION PVT. LTD.","Nepal","277000","USD","277000","2010-09-13","","","http://search.worldbank.org/wcontractdata/contractdetails/1297361"
"OAP1","OAP1-159","Bardiya District: Pushpa Lal Marg (Khairapur-Belwa Chowk)","Bardiya District: Pushpa Lal Marg (Khairapur-Belwa Chowk)","Civil Works","http://edolidar.gov.np/tender_details.php?tid=87","167","MAHALAXMI CONSTRUCTION CONCERN PVT. LT","Nepal","168000","USD","168000","2011-12-15","","","http://search.worldbank.org/wcontractdata/contractdetails/1313994"
"OAP1","OAP1-16","PARSA DISTRICT: ATMA RAM PATH (MAHENDRA PATH)","PARSA DISTRICT: ATMA RAM PATH (MAHENDRA PATH)","Civil Works","http://raidp.gov.np/wp-content/uploads/2012/01/ITB-parsa-for-website.pdf","168","Y.P. CONSTRUCTION (P) LTD.","Nepal","193000","USD","193000","2010-07-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1301433"
"OAP1","OAP1-160","Construction of Kankatti Khola Bridge in Kanchanpur District","Construction of Kankatti Khola Bridge in Kanchanpur District","Civil Works","http://edolidar.gov.np/tender_details.php?tid=3091","169","Y.P. CONSTRUCTION (P) LTD.","Nepal","127000","USD","127000","2012-08-08","","","http://search.worldbank.org/wcontractdata/contractdetails/1318278"
"OAP1","OAP1-161","BANKE DISTRICT: PARASPUR-GAIGHAT ROAD IMPROVEMENT PROJECT: SLICE 2: 10/RAIDP/BANKE/063/64 (SLICE 2","BANKE DISTRICT: PARASPUR-GAIGHAT ROAD IMPROVEMENT PROJECT: SLICE 2: 10/RAIDP/BANKE/063/64 (SLICE 2","Civil Works","","170","Y.P. CONSTRUCTION CO. PVT. LTD.","Nepal","184000","USD","184000","2007-06-20","","","http://search.worldbank.org/wcontractdata/contractdetails/1274759"
"OAP1","OAP1-162","PALPA DISTRICT: BASTARI-JHADEWA-GOTHADI ROAD: CH: 0+000 TO 7+680","PALPA DISTRICT: BASTARI-JHADEWA-GOTHADI ROAD: CH: 0+000 TO 7+680","Civil Works","","171","PRAKRITIK NIRMAN (P) LTD.","Nepal","215000","USD","215000","2007-12-31","","","http://search.worldbank.org/wcontractdata/contractdetails/1274192"
"OAP1","OAP1-163","SYANGJA DISTRICT: RANGKHOLA-BIRUWA RURAL ROAD PACKAGE A 1","SYANGJA DISTRICT: RANGKHOLA-BIRUWA RURAL ROAD PACKAGE A 1","Civil Works","http://edolidar.gov.np/tender_details.php?tid=18978","172","M/S HIMDUNG AND THOKAR CONSTRUCTION PVT. LTD.","Nepal","116000","USD","116000","2006-05-01","","","http://search.worldbank.org/wcontractdata/contractdetails/1263331"
"OAP1","OAP1-164","RUPANDEHI DISTRICT:HATIYA-RAIGAON ROAD","RUPANDEHI DISTRICT:HATIYA-RAIGAON ROAD","Civil Works","","173","PACIFIC BUILDERS P. LTD.","Nepal","233000","USD","233000","2008-06-02","","","http://search.worldbank.org/wcontractdata/contractdetails/1276648"
"OAP1","OAP1-165","Road: Siraha District: Zeromile-Bariyarpatti Road: Ch: 5+000 - 13+000","Road: Siraha District: Zeromile-Bariyarpatti Road: Ch: 5+000 - 13+000","Civil Works","","174","DIWA NIRMAN SEWA PVT. LTD.","Nepal","105000","USD","105000","2011-08-24","","","http://search.worldbank.org/wcontractdata/contractdetails/1313250"
"OAP1","OAP1-166","Road Improvement of Dang District (Pawan Nagar-Purandhara Road","Road Improvement of Dang District (Pawan Nagar-Purandhara Road","Civil Works","http://edolidar.gov.np/tender_details.php?tid=712","175","KOSHI & NEUPANE NIRMAN SEWA","Nepal","286000","USD","286000","2012-02-09","","","http://search.worldbank.org/wcontractdata/contractdetails/1315513"
"OAP1","OAP1-167","Gaighat-Beltar-Birendra Chowk Rural Road","Gaighat-Beltar-Birendra Chowk Rural Road","Civil Works","http://raidp.gov.np/wp-content/uploads/2012/01/IFB-udaypur.pdf","176","RAUTAHA CONSTRUCTION PVT. LTD.","Nepal","130000","USD","130000","2011-05-09","","","http://search.worldbank.org/wcontractdata/contractdetails/1306957"
"OAP1","OAP1-168","Nuwakot-Bageshwari-Urleni Road (Ch: 0+000 to 10+000 km)","Nuwakot-Bageshwari-Urleni Road (Ch: 0+000 to 10+000 km)","Civil Works","","177","KANKAI INTERNATIONAL BUILDERS PVT. LTD","Nepal","241000","USD","241000","2011-03-31","","","http://search.worldbank.org/wcontractdata/contractdetails/1305983"
"OAP1","OAP1-169","MAHOTTARI DISTRICT: JALESHWAR-MADAI-RAUZA-BARDIBAS ROAD","MAHOTTARI DISTRICT: JALESHWAR-MADAI-RAUZA-BARDIBAS ROAD","Civil Works","","178","S.B.A NIRMAN SEWA PVT. LTD.","Nepal","88000","USD","88000","2006-06-04","","","http://search.worldbank.org/wcontractdata/contractdetails/1273548"
"OAP1","OAP1-17","RAUTAHAT DISTRICT: GAUR-BANJARAHA-DUMARIYA-BASANTAPATI-INERBARI ROAD","RAUTAHAT DISTRICT: GAUR-BANJARAHA-DUMARIYA-BASANTAPATI-INERBARI ROAD","Civil Works","","179","M/S D.S. CONSTRUCTION PVT. LTD.","Nepal","213000","USD","213000","2007-10-14","","","http://search.worldbank.org/wcontractdata/contractdetails/1269194"
"OAP1","OAP1-170","SALYAN DISTRICT: DHORCHAUR-DANDAKATERI ROAD","SALYAN DISTRICT: DHORCHAUR-DANDAKATERI ROAD","Civil Works","","180","SALYAN DISTRICT: DHAURCHAUR-DANDAKATERI ROAD USER'S COMMITTEE","Nepal","133000","USD","133000","2007-06-09","","","http://search.worldbank.org/wcontractdata/contractdetails/1276262"
"OAP1","OAP1-171","Ridi-Rudrabeni-Wamitaksar Road","Ridi-Rudrabeni-Wamitaksar Road","Civil Works","","181","PACIFIC BUILDERS P. LTD.","Nepal","284000","USD","284000","2011-05-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1314579"
"OAP1","OAP1-172","BARDIYA DISTRICT: RAJAPUR RING ROAD: PACKAGE A SLICE 1","BARDIYA DISTRICT: RAJAPUR RING ROAD: PACKAGE A SLICE 1","Civil Works","","182","M/S HIMSAGARMATHA CONSTRUCTION PVT. LTD.","Nepal","81000","USD","81000","2006-12-28","","","http://search.worldbank.org/wcontractdata/contractdetails/1264120"
"OAP1","OAP1-173","PROCUREMENT OF 23 COMPUTERS, 23 PRINTERS, 22 FAX AND 22 PHOTOCOPIERS","PROCUREMENT OF 23 COMPUTERS, 23 PRINTERS, 22 FAX AND 22 PHOTOCOPIERS","Goods","","183","M/S PRABIDHI INTERNATIONAL PVT. LTD.","Nepal","92000","USD","92000","2006-06-29","","","http://search.worldbank.org/wcontractdata/contractdetails/1259848"
"OAP1","OAP1-174","Construction of Suspension Bridge-babthan- Kutiyakaver Road","Construction of Suspension Bridge-babthan- Kutiyakaver Road","Civil Works","http://edolidar.gov.np/tender_details.php?tid=321","184","JAGDAMBA BUILDERS PVT. LTD","Nepal","104000","USD","104000","2012-02-01","","","http://search.worldbank.org/wcontractdata/contractdetails/1317591"
"OAP1","OAP1-175","KAILALI DISTRICT: SUKHAD-KHAILAD-VAJANI RURAL ROAD (CH:12+000 TO 24+025KM)","KAILALI DISTRICT: SUKHAD-KHAILAD-VAJANI RURAL ROAD (CH:12+000 TO 24+025KM)","Civil Works","","185","M/S ASHISH CONSTRUCTION","Nepal","445000","USD","445000","2007-07-15","","","http://search.worldbank.org/wcontractdata/contractdetails/1268509"
"OAP1","OAP1-176","Consultant services for RAIDP and DOLIDAR for Rural Transport Information Management System Consultant (RuTims)","Consultant services for RAIDP and DOLIDAR for Rural Transport Information Management System Consultant (RuTims)","Consultant Services","","186","M/S SOFTWEL P.LTD.","Nepal","49000","USD","49000","2012-03-19","","","http://search.worldbank.org/wcontractdata/contractdetails/1317806"
"OAP1","OAP1-177","Tikkar-Buddhi-Bijgauri-Hulaki Road","Tikkar-Buddhi-Bijgauri-Hulaki Road","Civil Works","","187","BABUL NIRMAN SEWA","Nepal","363000","USD","363000","2010-11-04","","","http://search.worldbank.org/wcontractdata/contractdetails/1298588"
"OAP1","OAP1-178","Construction of Syangja District: Mirdi Jagatbhanjyang Kinare Chapakot Rural Road","Construction of Syangja District: Mirdi Jagatbhanjyang Kinare Chapakot Rural Road","Civil Works","","188","Y.P. CONSTRUCTION (P) LTD.","Nepal","359000","USD","359000","2011-12-15","","","http://search.worldbank.org/wcontractdata/contractdetails/1313993"
"OAP1","OAP1-179","Construction of Syangja: Putalikhet-Aruchaur Rural Road","Construction of Syangja: Putalikhet-Aruchaur Rural Road","Civil Works","http://edolidar.gov.np/tender_details.php?tid=163","189","KANCHANJUNGA CONSTRUCTION PVT. LTD.","Nepal","198000","USD","198000","2011-12-09","","","http://search.worldbank.org/wcontractdata/contractdetails/1313812"
"OAP1","OAP1-18","Dhanusha District: Devpura-Ghodghas-Fulgama-Tulshiyani Road: 2065-2066","Dhanusha District: Devpura-Ghodghas-Fulgama-Tulshiyani Road: 2065-2066","Civil Works","http://edolidar.gov.np/tender_details.php?tid=209","190","GAJURMUKHI NIRMAN COMPANY (P) LTD.","Nepal","95000","USD","95000","2009-08-20","","","http://search.worldbank.org/wcontractdata/contractdetails/1295518"
"OAP1","OAP1-180","SALYAN DISTRICT: KHALNAGA HOSPITAL-SIMKHARKA ROAD:PACKAGE A-SLICE","SALYAN DISTRICT: KHALNAGA HOSPITAL-SIMKHARKA ROAD:PACKAGE A-SLICE","Civil Works","","191","M/S GAURI PARBATI - KOSHI & NEUPANEY J/V","Nepal","133000","USD","133000","2006-07-07","","","http://search.worldbank.org/wcontractdata/contractdetails/1260282"
"OAP1","OAP1-181","DHORCHAUR-PHALLEKHARKA-GURUDASE ROAD","DHORCHAUR-PHALLEKHARKA-GURUDASE ROAD","Civil Works","","192","SALYAN DISTRICT: DHORCHAUR-GURUDASE-KAINKANDA LOCAL ROAD USER'S COMMITTEE","Nepal","294000","USD","294000","2007-12-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1279709"
